category,rank,percentile,gender,branch,college_name
13,114664,12.7559948,0,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology),"Leela Education Society, G.V. Acharya Institute of Engineering and Technology, Shelu, Karjat"
2,117668,8.5951196,0,Civil Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
13,110038,19.1072714,0,Civil Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
2,58559,66.2395008,0,Computer Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
3,74176,54.5241174,0,Computer Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
5,88874,42.3018437,0,Computer Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
6,98640,32.2621925,0,Computer Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
7,94027,36.7166438,0,Computer Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
9,71196,57.0638559,0,Computer Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
2,59642,65.5958943,1,Computer Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
3,68093,59.5292331,1,Computer Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
9,71789,56.7650587,1,Computer Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
2,81419,48.7700838,0,Computer Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
3,102449,28.4665226,0,Computer Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
5,122300,0.6823027,0,Computer Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
7,109921,19.2567241,0,Computer Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
9,86334,44.6471616,0,Computer Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
2,65356,61.6697194,1,Computer Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
9,102393,28.4665226,1,Computer Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
3,80405,49.4442605,1,Computer Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
10,41330,77.0895594,0,Computer Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
13,88566,42.5186027,0,Computer Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
2,114901,12.6735864,0,Mechanical Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
2,74733,54.1664697,0,Mechanical Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
3,96600,34.6668564,0,Mechanical Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
5,115476,12.099832,0,Mechanical Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
7,106128,23.9542468,0,Mechanical Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
9,102718,28.1605922,0,Mechanical Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
2,95101,35.8351101,1,Mechanical Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
9,112889,15.1013848,1,Mechanical Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
2,102364,28.4665226,0,Mechanical Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
3,113210,14.9316558,0,Mechanical Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
9,106394,23.3396584,0,Mechanical Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
9,95786,35.6598862,0,Mechanical Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
2,100516,30.014662,1,Mechanical Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
3,118862,6.8230277,1,Mechanical Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
9,110500,18.375784,1,Mechanical Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
13,109057,20.232792,0,Mechanical Engineering,"Bharat College of Engineering, Kanhor, Badlapur(W)"
2,120761,3.5025356,0,Civil Engineering,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
2,72166,56.5826603,0,Computer Engineering,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
3,97169,33.5099087,0,Computer Engineering,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
5,120851,3.3501235,0,Computer Engineering,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
8,86932,43.3167495,0,Computer Engineering,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
9,99756,31.5015186,0,Computer Engineering,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
2,91070,39.5925136,1,Computer Engineering,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
3,108155,21.5067519,1,Computer Engineering,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
9,114295,13.5287968,1,Computer Engineering,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
7,117662,8.5951196,0,Computer Engineering,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
2,94088,36.1623265,0,Computer Engineering,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
6,95484,35.6983743,0,Computer Engineering,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
7,107499,22.2500723,0,Computer Engineering,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
8,106537,23.2238494,0,Computer Engineering,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
9,102506,28.4665226,0,Computer Engineering,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
2,98346,32.3435843,1,Computer Engineering,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
3,109000,20.232792,0,Computer Engineering,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
2,93104,38.5667023,1,Computer Engineering,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
9,107175,22.4871071,1,Computer Engineering,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
10,49732,71.9798416,0,Computer Engineering,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
13,98795,32.2621925,0,Computer Engineering,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
2,99892,31.5015186,0,Electrical Engineering,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
2,104129,26.2202423,0,Artificial Intelligence and Machine Learning,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
9,117500,8.7583305,0,Artificial Intelligence and Machine Learning,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
2,83399,46.941483,1,Artificial Intelligence and Machine Learning,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
2,86635,44.6471616,0,Artificial Intelligence and Machine Learning,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
2,87676,43.0138429,0,Artificial Intelligence and Machine Learning,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
2,92738,"
38.64170",1,Artificial Intelligence and Machine Learning,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
10,76578,52.8246408,0,Artificial Intelligence and Machine Learning,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
13,99403,32.1061359,0,Artificial Intelligence and Machine Learning,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai"
2,96077,35.3945703,0,Civil Engineering,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
2,78674,51.1072039,1,Civil Engineering,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
2,83424,46.941483,0,Civil Engineering,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
2,122087,1.1357156,0,Civil Engineering,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
22,116233,10.5662165,0,Computer Engineering,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
2,20577,88.9608831,0,Computer Engineering,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
2,21258,88.5350016,1,Computer Engineering,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
2,38670,78.9373814,0,Computer Engineering,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
2,95470,35.6983743,1,Computer Engineering,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
22,35597,80.6275908,0,Computer Engineering,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
10,15287,91.8235378,0,Computer Engineering,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
2,24804,86.5823024,0,Information Technology,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
2,26501,85.6913808,1,Information Technology,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
2,57697,66.8137813,0,Information Technology,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
2,103523,26.7890081,1,Information Technology,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
22,47044,74.0962113,0,Information Technology,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
10,18971,89.8095193,0,Information Technology,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
2,60285,65.2400587,0,Electronics and Telecommunication Engg,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
2,53281,69.6045087,1,Electronics and Telecommunication Engg,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
2,79133,50.9996691,0,Electronics and Telecommunication Engg,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
2,76591,52.8246408,1,Electronics and Telecommunication Engg,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
22,105082,25.3179745,0,Electronics and Telecommunication Engg,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
2,109412,19.8474395,0,Mechanical Engineering,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
2,93147,38.5667023,1,Mechanical Engineering,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
2,88124,42.7946749,0,Mechanical Engineering,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
2,99882,31.5015186,1,Mechanical Engineering,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
22,116459,10.4981278,0,Mechanical Engineering,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
2,46583,74.1753429,0,Electronics and Computer Science,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
2,58699,66.2395008,1,Electronics and Computer Science,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
2,94658,35.978039,0,Electronics and Computer Science,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
2,59279,65.7244332,1,Electronics and Computer Science,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
22,90596,39.8713522,0,Electronics and Computer Science,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
10,39639,78.2814198,0,Electronics and Computer Science,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai"
2,74519,54.1780657,0,Computer Engineering,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath"
3,119060,6.4853556,0,Computer Engineering,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath"
7,95849,35.6598862,0,Computer Engineering,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath"
8,87746,42.8034319,0,Computer Engineering,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath"
9,89236,42.0206383,0,Computer Engineering,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath"
2,81002,48.9390238,1,Computer Engineering,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath"
3,84454,45.9884082,1,Computer Engineering,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath"
9,106030,23.9542468,1,Computer Engineering,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath"
2,97512,33.083064,0,Computer Engineering,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath"
3,120337,4.2387378,0,Computer Engineering,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath"
9,115063,12.4299468,0,Computer Engineering,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath"
2,79861,50.5614783,1,Computer Engineering,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath"
3,92407,39.1582539,1,Computer Engineering,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath"
9,91530,39.4227966,1,Computer Engineering,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath"
13,119482,5.5595051,0,Computer Engineering,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath"
2,85713,44.9304271,1,Civil Engineering,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel"
22,120611,3.6006941,0,Civil Engineering,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel"
2,38598,79.0746326,0,Computer Engineering,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel"
2,43570,75.7886771,1,Computer Engineering,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel"
2,58579,66.2395008,0,Computer Engineering,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel"
2,30337,83.4797216,1,Computer Engineering,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel"
22,49122,72.6414198,0,Computer Engineering,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel"
10,25456,86.3472937,0,Computer Engineering,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel"
2,118095,8.0762868,0,Electrical Engineering,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel"
22,122346,0.6362672,0,Electrical Engineering,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel"
2,109983,19.1072714,0,Mechanical Engineering,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel"
2,66366,60.7344231,1,Mechanical Engineering,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel"
2,99226,32.1061359,0,Mechanical Engineering,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel"
22,121710,1.9342452,0,Mechanical Engineering,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel"
2,82513,48.1419882,0,Electronics and Computer Science,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel"
2,102579,28.4665226,1,Electronics and Computer Science,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel"
2,105857,23.9925869,0,Electronics and Computer Science,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel"
2,97122,33.5099087,1,Electronics and Computer Science,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel"
22,81753,48.2601391,0,Electronics and Computer Science,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel"
10,34830,81.0304563,0,Electronics and Computer Science,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel"
2,121422,2.44018,0,Civil Engineering,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg."
2,114320,13.5287968,1,Civil Engineering,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg."
13,114247,13.5287968,0,Civil Engineering,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg."
2,88423,42.5186027,0,Computer Engineering,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg."
9,112126,16.5730741,0,Computer Engineering,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg."
2,96377,35.1475881,1,Computer Engineering,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg."
3,117601,8.6023034,1,Computer Engineering,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg."
9,102982,27.3337429,1,Computer Engineering,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg."
2,111786,16.7412669,0,Computer Engineering,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg."
2,91173,39.5925136,0,Computer Engineering,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg."
9,113239,14.9316558,0,Computer Engineering,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg."
2,92846,38.6417086,1,Computer Engineering,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg."
9,119122,6.4853556,1,Computer Engineering,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg."
13,101276,29.3331437,0,Computer Engineering,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg."
2,81203,48.9390238,0,Electronics and Telecommunication Engg,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg."
2,112642,15.5460791,1,Electronics and Telecommunication Engg,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg."
13,80712,49.0525702,0,Electronics and Telecommunication Engg,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg."
13,121825,1.6019716,0,Mechanical Engineering,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg."
2,111367,17.4354552,0,Civil Engineering,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
2,109569,19.499854,0,Civil Engineering,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
2,76479,52.8246408,0,Computer Engineering,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
3,122168,1.063022,0,Computer Engineering,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
4,77715,51.6740911,0,Computer Engineering,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
5,104992,25.3179745,0,Computer Engineering,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
6,79223,50.9996691,0,Computer Engineering,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
8,104944,25.3179745,0,Computer Engineering,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
9,94634,36.1480075,0,Computer Engineering,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
2,81644,48.2601391,1,Computer Engineering,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
4,97757,32.5908894,1,Computer Engineering,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
9,87409,43.0138429,1,Computer Engineering,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
2,87388,43.0138429,0,Computer Engineering,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
3,91059,39.5925136,0,Computer Engineering,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
4,95890,35.6598862,0,Computer Engineering,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
5,116908,9.9445363,0,Computer Engineering,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
7,121278,2.6528094,0,Computer Engineering,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
9,100472,30.014662,0,Computer Engineering,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
2,49022,72.6414198,1,Computer Engineering,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
9,92818,38.6417086,1,Computer Engineering,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
10,50838,71.2367422,0,Computer Engineering,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
13,121486,2.3327106,0,Computer Engineering,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
2,109912,19.2567241,0,Electronics and Telecommunication Engg,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
2,69826,57.9292585,1,Electronics and Telecommunication Engg,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
2,99156,32.1061359,0,Electronics and Telecommunication Engg,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
2,120366,4.2387378,0,Mechanical Engineering,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
2,117721,8.5951196,0,Mechanical Engineering,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research"
2,94511,36.1594098,0,Civil Engineering,"G.M.Vedak Institute of Technology, Tala, Raigad."
2,97700,32.5908894,1,Civil Engineering,"G.M.Vedak Institute of Technology, Tala, Raigad."
2,77605,51.9313711,0,Computer Engineering,"G.M.Vedak Institute of Technology, Tala, Raigad."
3,119637,5.5537174,0,Computer Engineering,"G.M.Vedak Institute of Technology, Tala, Raigad."
9,100623,29.9372742,0,Computer Engineering,"G.M.Vedak Institute of Technology, Tala, Raigad."
2,90961,39.5925136,1,Computer Engineering,"G.M.Vedak Institute of Technology, Tala, Raigad."
3,105140,25.3179745,1,Computer Engineering,"G.M.Vedak Institute of Technology, Tala, Raigad."
9,99267,32.1061359,1,Computer Engineering,"G.M.Vedak Institute of Technology, Tala, Raigad."
2,99383,32.1061359,0,Computer Engineering,"G.M.Vedak Institute of Technology, Tala, Raigad."
3,105950,23.9542468,0,Computer Engineering,"G.M.Vedak Institute of Technology, Tala, Raigad."
9,111471,17.4354552,0,Computer Engineering,"G.M.Vedak Institute of Technology, Tala, Raigad."
2,90225,41.1873138,1,Computer Engineering,"G.M.Vedak Institute of Technology, Tala, Raigad."
13,82328,48.1419882,0,Computer Engineering,"G.M.Vedak Institute of Technology, Tala, Raigad."
2,117447,8.7583305,0,Mechanical Engineering,"G.M.Vedak Institute of Technology, Tala, Raigad."
2,63571,63.050238,0,Mechanical Engineering,"G.M.Vedak Institute of Technology, Tala, Raigad."
2,77214,52.2301039,0,Civil Engineering,"Universal College of Engineering,Kaman Dist. Palghar"
2,88131,42.7946749,1,Civil Engineering,"Universal College of Engineering,Kaman Dist. Palghar"
2,34751,81.0304563,0,Computer Engineering,"Universal College of Engineering,Kaman Dist. Palghar"
2,40834,77.6308856,1,Computer Engineering,"Universal College of Engineering,Kaman Dist. Palghar"
2,67294,60.0860804,0,Computer Engineering,"Universal College of Engineering,Kaman Dist. Palghar"
2,65662,61.4673542,1,Computer Engineering,"Universal College of Engineering,Kaman Dist. Palghar"
22,118719,6.9529361,0,Computer Engineering,"Universal College of Engineering,Kaman Dist. Palghar"
10,26741,85.6396122,0,Computer Engineering,"Universal College of Engineering,Kaman Dist. Palghar"
2,42139,76.7344555,0,Information Technology,"Universal College of Engineering,Kaman Dist. Palghar"
2,44362,75.5619344,1,Information Technology,"Universal College of Engineering,Kaman Dist. Palghar"
2,71794,56.7650587,0,Information Technology,"Universal College of Engineering,Kaman Dist. Palghar"
2,81425,48.7700838,1,Information Technology,"Universal College of Engineering,Kaman Dist. Palghar"
22,113646,14.2356611,0,Information Technology,"Universal College of Engineering,Kaman Dist. Palghar"
10,37121,79.5912465,0,Information Technology,"Universal College of Engineering,Kaman Dist. Palghar"
2,55516,68.3772406,0,Artificial Intelligence and Machine Learning,"Universal College of Engineering,Kaman Dist. Palghar"
2,82550,48.1419882,1,Artificial Intelligence and Machine Learning,"Universal College of Engineering,Kaman Dist. Palghar"
2,116670,10.1982314,0,Artificial Intelligence and Machine Learning,"Universal College of Engineering,Kaman Dist. Palghar"
2,80311,49.556541,1,Artificial Intelligence and Machine Learning,"Universal College of Engineering,Kaman Dist. Palghar"
22,89649,41.7457305,0,Artificial Intelligence and Machine Learning,"Universal College of Engineering,Kaman Dist. Palghar"
10,59261,65.7244332,0,Artificial Intelligence and Machine Learning,"Universal College of Engineering,Kaman Dist. Palghar"
2,68121,59.5292331,0,Data Engineering,"Universal College of Engineering,Kaman Dist. Palghar"
2,109534,19.8474395,1,Data Engineering,"Universal College of Engineering,Kaman Dist. Palghar"
2,102034,28.6995083,0,Data Engineering,"Universal College of Engineering,Kaman Dist. Palghar"
2,82668,47.8470482,1,Data Engineering,"Universal College of Engineering,Kaman Dist. Palghar"
2,82289,48.1419882,0,Civil Engineering,"VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri"
13,97397,33.083064,0,Civil Engineering,"VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri"
2,90025,41.1873138,0,Electrical Engineering,"VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri"
9,104246,25.8381109,0,Electrical Engineering,"VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri"
2,121870,1.5443831,1,Electrical Engineering,"VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri"
2,94129,36.1623265,0,Electrical Engineering,"VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri"
2,106151,23.4829494,0,Electronics and Telecommunication Engg,"VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri"
3,122287,0.7545558,0,Electronics and Telecommunication Engg,"VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri"
9,108904,20.3613489,0,Electronics and Telecommunication Engg,"VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri"
2,108402,21.2317049,0,Electronics and Telecommunication Engg,"VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri"
9,114690,12.7559948,0,Electronics and Telecommunication Engg,"VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri"
13,115372,12.2020044,0,Electronics and Telecommunication Engg,"VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri"
2,93504,37.5478565,0,Mechanical Engineering,"VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri"
2,50888,71.2367422,0,Computer Engineering,"Ideal Institute of Technology, Wada, Dist.Thane"
3,71823,56.7650587,0,Computer Engineering,"Ideal Institute of Technology, Wada, Dist.Thane"
5,120998,3.2788438,0,Computer Engineering,"Ideal Institute of Technology, Wada, Dist.Thane"
6,52108,70.8665527,0,Computer Engineering,"Ideal Institute of Technology, Wada, Dist.Thane"
7,80102,49.556541,0,Computer Engineering,"Ideal Institute of Technology, Wada, Dist.Thane"
